loan_ref,borrower_name,borrower_dob,borrower_email,borrower_phone,co_borrower_name,address_street,address_suburb,address_state,address_postcode,property_type,bedrooms,purchase_price,loan_amount,interest_rate,loan_term_months,interest_type,repayment_type,repayment_frequency,product_name,settlement_date,loan_status,lvr,employer,income_gross_annual,expenses_monthly
MIG-000189,Grace Taylor,04/04/1960,grace.taylor@icloud.com,0424794952,Patricia Kelly,99 George Street,Hornsby,NSW,2077,House,3,1064100.00,837446.70,6.25,360,Variable,Principal and Interest,Monthly,Investor Fixed,10/11/2023,DRAFT,78.7,ANZ Banking Group,61914.82,5850.30
MIG-000190,Chloe Murphy,11/01/1972,chloe.murphy@outlook.com,0402595022,William Richardson,137 George Way,Sandy Bay,TAS,7005,House,2,597900.00,505823.40,6.90,360,Fixed,Principal and Interest,Weekly,Package Variable,12/01/2018,SETTLED,84.6,Commonwealth Bank,136040.66,5875.56
MIG-000191,Henry Watson,31/02/2020,henry.watson@outlook.com,0471279947,,196 Church Crescent,Ryde,NSW,2112,Townhouse,1,547400.00,335556.20,7.22,360,Split,Principal and Interest,Monthly,First Home Buyer Variable,##/##/####,UNDER_ASSESSMENT,61.3,Google Australia,82296.09,5212.08
MIG-000192,Benjamin White,17/10/1993,benjamin.white@gmail.com,0476834872,,2 Charles Place,Chatswood,NSW,2067,House,4,643400.00,342932.20,5.99,120,Variable,Principal and Interest,Monthly,Investor Fixed,02/01/2023,DRAFT,53.3,Macquarie Group,126939.35,4678.40
MIG-000193,  Lucas Nguyen,20/12/1991,lucas.nguyen@bigpond.com,0480330696,,91 Elizabeth Close,Blacktown,NSW,2148,Townhouse,4,579100.00,353830.10,5.94,360,Variable,Principal and Interest,Weekly,Package Variable,10/08/2019,SETTLED,61.1,Stockland,104317.98,4764.36
MIG-000194,Richard Morris,01/05/1981,richard.morris@gmail.com,0411499616,Susan Green,199 King Drive,,NSW,,Townhouse,1,710100.00,455884.20,6.05,360,Split,Principal and Interest,Fortnightly,Package Fixed,13/01/2022,APPROVED,64.2,Fortescue Metals,189418.91,7205.17
MIG-000195,Archer Howard,11/08/1955,archer.howard@gmail.com,0429550834,Mia Murphy,124 Railway Drive,Paddington,QLD,4064,Apartment,2,422000.00,382754.00,5.82,120,Fixed,Principal and Interest,Fortnightly,Low Doc Variable,25/09/2019,UNDER_ASSESSMENT,90.7,,202862.31,4699.28
MIG-000196,Chloe Smith,27/02/1966,chloe.smith@outlook.com,0408689514,Steven Clark,178 Albert Drive,South Yarra,VIC,3141,House,2,768700.00,518872.50,7.20,360,Fixed,Principal and Interest,Monthly,Standard Variable,18/04/2019,APPROVED,67.5,Transurban Group,72594.24,6339.85
MIG-000197,Ella Adams,13/08/1981,ella.adams@icloud.com,0428831969,,187 George Way,Hornsby,NSW,2077,House,2,651100.00,419308.40,7.23,360,Variable,Interest Only,Monthly,Interest Only Variable,14/08/2019,APPROVED,64.4,,205610.10,4904.49
MIG-000198,Emily Wilson,15/12/1999,emily.wilson@bigpond.com,0495695047,Oliver Wilson,196 Station Place,,,2170,House,4,437100.00,191886.90,6.67,360,Fixed,Interest Only,Monthly,Investor Variable,14/08/2020,APPROVED,43.9,University of Melbourne,60995.30,4889.00
MIG-000199,Leo Davis,1980-04-10,leo.davis@gmail.com,0472920851,Ava Gray,114 Park Boulevard,Hornsby,NSW,,Unit,1,381000.00,214122.00,6.24,360,Variable,Principal and Interest,Fortnightly,Package Fixed,2020-02-11,Active,56.2,,199368.22,4658.74
MIG-000200,Ava Nguyen,14/10/1974,ava.nguyen@protonmail.com,0488781646,Elizabeth Nguyen,61 Main Avenue,Redcliffe,QLD,4020,Apartment,2,447600.00,366136.80,5.97,360,Fixed,Principal and Interest,Fortnightly,Interest Only Variable,28/06/2025,SETTLED,81.8,Rio Tinto,194651.40,7014.95
MIG-000201,Archer Cooper,15/02/1999,,0413644831,Andrew Johnson,181 George Lane,Wollongong,NSW,2500,House,3,820700.00,577772.80,5.90,360,Variable,Principal and Interest,Monthly,Investor Variable,14/06/2022,APPROVED,70.4,,127361.68,4875.85
MIG-000202,William Morgan,03/03/1971,william.morgan@gmail.com,0413730754,,132 King Place,Newcastle,NSW,2300,House,1,864800.00,651194.40,6.75,120,Variable,Principal and Interest,Fortnightly,Package Fixed,25/07/2017,SETTLED,75.3,Canva,189615.45,4938.78
MIG-000203,Jennifer Lee,23/03/1959,,0446491213,,42 Church Drive,Liverpool,NSW,2170,Townhouse,1,347800.00,247285.80,6.00,360,Fixed,Principal and Interest,Fortnightly,Investor Variable,09/10/2017,UNDER_ASSESSMENT,71.1,Mirvac Group,58538.89,4132.29
MIG-000204,Emily Davis,1970-11-08,emily.davis@gmail.com,0424235175,Susan Taylor,176 Pacific Avenue,Wollongong,NSW,2500,House,3,1049200.00,781654.00,6.43,360,Variable,Principal and Interest,Fortnightly,Investor Fixed,2024-07-28,APPROVED,74.5,CSL Limited,129748.43,3962.96
MIG-000205,Alexander Roberts,07/05/1983,alexander.roberts@gmail.com,0432252843,Chloe Roberts,121 Wattle Boulevard,Indooroopilly,QLD,4068,House,1,743600.00,638752.40,7.43,360,Fixed,Interest Only,Fortnightly,Standard Variable,12/07/2015,APPROVED,85.9,Santos Limited,197302.51,6213.13
MIG-000206,Noah Ryan,19/11/1987,noah.ryan@hotmail.com,0485602704,,153 Pacific Court,Footscray,VIC,3011,House,1,906400.00,393377.60,6.15,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,17/08/2021,SETTLED,43.4,Transurban Group,99208.08,6017.60
MIG-000207,Barbara Morgan,15/09/1975,barbara.morgan@outlook.com,0421388957,Olivia Morgan,150 Station Road,Doncaster,VIC,3108,Apartment,3,293000.00,278350.00,7.23,120,Variable,Principal and Interest,Monthly,First Home Buyer Variable,05/10/2019,DRAFT,95.0,Atlassian,166352.30,5128.62
MIG-000208,Michael Cox,03-05-1991,michael.cox@gmail.com,0485712797,Margaret Cox,145 Main Lane,Footscray,VIC,3011,House,3,742300.00,390449.80,5.71,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,01-27-2020,Closed,52.6,Woolworths Group,180684.91,4119.59
MIG-000046,Ethan Howard,15/10/1956,ethan.howard@gmail.com,0401066403,,91 Bridge Crescent,Parramatta,NSW,2150,Townhouse,2,828100.00,786695.00,7.04,360,Variable,Interest Only,Fortnightly,Investor Fixed,11/08/2021,SETTLED,95.0,QLD Government,211084.43,6007.03
MIG-000210,Richard Smith  ,22/01/2000,richard.smith@yahoo.com.au,0456816642,,38 King Avenue,Castle Hill,NSW,2154,Apartment,1,511000.00,272363.00,7.07,360,Fixed,Interest Only,Monthly,Package Fixed,12/05/2021,DRAFT,53.3,Woodside Energy,191211.24,7270.98
MIG-000211,Mia Cooper,10/11/1998,mia.cooper@outlook.com,0499392454,,164 Station Drive,Surry Hills,NSW,2010,Apartment,3,630100.00,427837.90,5.69,360,Variable,Principal and Interest,Fortnightly,Investor Fixed,11/11/2019,DRAFT,67.9,Wesfarmers,140783.31,3055.63
MIG-000212,Sophie Howard,02/09/1993,sophie.howard@icloud.com,0459647075,Jack Ward,152 Station Drive,Glen Waverley,VIC,3150,Unit,1,414600.00,259539.60,6.83,120,Fixed,Principal and Interest,Monthly,Standard Fixed,14/03/2022,SETTLED,62.6,Commonwealth Bank,234900.66,3773.60
MIG-000213,Benjamin Nguyen,20/04/1981,benjamin.nguyen@gmail.com,0467693121,,137 High Street,Brighton,VIC,3186,Unit,1,359500.00,260997.00,6.18,360,Fixed,Principal and Interest,Monthly,Interest Only Variable,16/08/2024,DRAFT,72.6,Commonwealth Bank,58244.09,3990.31
MIG-000214,Patricia Harris,06/03/1971,patricia.harris@protonmail.com,0464496377,,7 High Parade,Hornsby,NSW,2077,Unit,2,553900.00,526205.00,5.53,120,Variable,Principal and Interest,Monthly,Package Variable,23/03/2022,Arrears,95.0,Qantas Airways,70971.79,5371.14
MIG-000215,Zoe Gray,20/01/1958,zoe.gray@gmail.com,0406499809,Charlotte Johnson,62 Charles Place,Carlton,VIC,3053,Apartment,4,363000.00,255915.00,6.55,360,Variable,Principal and Interest,Fortnightly,Package Fixed,04/11/2018,DRAFT,111.3,NSW Health,101932.74,2739.28
MIG-000216,Alexander Nguyen,08/12/1977,alexander.nguyen@gmail.com,0481165336,,162 Railway Parade,Hawthorn,VIC,3122,House,3,562000.00,276504.00,7.37,360,Fixed,Principal and Interest,Weekly,Standard Fixed,27/07/2020,UNDER_ASSESSMENT,119.8,Mirvac Group,180245.82,5274.79
MIG-000179,Emily Green  ,01/06/1955,,0498205653,Nancy Collins,4 Banksia Street,Launceston,TAS,7250,House,4,373000.00,152930.00,5.66,360,Split,Principal and Interest,Fortnightly,Package Variable,25/04/2020,DRAFT,41.0,ANZ Banking Group,222477.82,7590.15
MIG-000218,Noah Kelly,06/12/1962,noah.kelly@yahoo.com.au,0476077896,,41 Albert Road,Joondalup,WA,6027,Unit,3,285800.00,184626.80,6.99,360,Variable,Principal and Interest,Monthly,Investor Fixed,18/10/2018,SETTLED,64.6,Atlassian,146632.22,2696.66
MIG-000219,Patricia Martin,13/02/1971,patricia.martin@gmail.com,0474010697,Mark Martin,62 King Avenue,Fremantle,WA,6160,House,4,,165718.20,5.57,360,Fixed,Principal and Interest,Monthly,Interest Only Fixed,22/09/2018,SETTLED,53.7,National Australia Bank,122619.74,5148.72
MIG-000220,Ethan Morgan,18/09/1987,ethan.morgan@outlook.com,0463944780,Ava King,62 Railway Court,Woden,ACT,2606,House,1,794100.00,485195.10,6.70,360,Fixed,Principal and Interest,Monthly,Standard Fixed,21/06/2015,Active,61.1,Mirvac Group,84627.49,3557.81
MIG-000221,Barbara Roberts,1982-08-21,barbara.roberts@outlook.com,0446036028,,102 Banksia Close,Woden,ACT,2606,Apartment,3,321100.00,243393.80,5.93,300,Variable,Principal and Interest,Monthly,Investor Fixed,2017-08-02,DRAFT,75.8,VIC Department of Education,138660.37,6139.60
MIG-000222,Linda Howard,06/04/1965,linda.howard@yahoo.com.au,0466489000,,15 Park Parade,Cranbourne,VIC,3977,Apartment,2,579300.00,435633.60,6.37,360,Variable,Interest Only,Monthly,Interest Only Fixed,10/01/2024,UNDER_ASSESSMENT,75.2,ANZ Banking Group,135304.69,5963.85
MIG-000223,  Joseph Clark,04/04/1995,,0425366082,Robert Clark,103 Wattle Boulevard,Brunswick,VIC,3056,Unit,2,317200.00,258835.20,5.59,360,Variable,Interest Only,Monthly,Interest Only Fixed,08/04/2023,APPROVED,81.6,Canva,103618.01,7436.70
MIG-000224,Isabella Thomas,16/03/1994,isabella.thomas@icloud.com,0481662944,,120 Banksia Avenue,Blacktown,NSW,2148,House,2,881900.00,778717.70,6.35,360,Fixed,Principal and Interest,Monthly,Package Variable,15/05/2020,DRAFT,88.3,Rio Tinto,177340.88,7159.74
MIG-000225,Emily Nguyen,17/04/1989,emily.nguyen@gmail.com,0485939170,Oliver Nguyen,153 Banksia Boulevard,Blacktown,NSW,2148,Townhouse,2,417800.00,320034.80,5.89,360,Variable,Principal and Interest,Fortnightly,First Home Buyer Variable,25/02/2021,SETTLED,76.6,Canva,199597.01,2643.67
MIG-000226,Christopher Lee,08/10/1956,christopher.lee@hotmail.com,0428229291,Elizabeth Lee,63 Banksia Avenue,Surry Hills,NSW,2010,Unit,3,416700.00,-218836.00,5.85,360,Split,Principal and Interest,Monthly,Investor Fixed,24/05/2018,UNDER_ASSESSMENT,76.5,Canva,244802.57,6791.55
MIG-000227,David Johnson,02/06/1990,david.johnson@hotmail.com,0468143369,,32 Wattle Place,Paddington,QLD,4064,Unit,2,448200.00,363490.20,7.03,360,Variable,Interest Only,Monthly,Standard Variable,23/11/2019,SETTLED,81.1,Macquarie Group,59956.55,3562.66
MIG-000228,Sarah Turner,01-28-1980,sarah.turner@gmail.com,0459756307,,15 Harbour Close,Bondi,NSW,2026,House,4,787100.00,682415.70,5.81,120,Fixed,Principal and Interest,Monthly,Investor Variable,04-21-2021,APPROVED,86.7,University of Melbourne,148813.32,3309.48
MIG-000229,Susan Turner  ,12-22-1965,susan.turner@yahoo.com.au,0426781998,,27 Church Parade,Hawthorn,VIC,3122,Unit,2,,218004.00,5.99,360,Variable,Interest Only,Weekly,Investor Fixed,12-27-2017,UNDER_ASSESSMENT,74.0,Fortescue Metals,237344.18,5914.82
MIG-000230,Daniel Richardson,21/07/1978,daniel.richardson@yahoo.com.au,0418147000,Jessica Richardson,119 Park Way,Brighton,VIC,3186,Unit,3,574900.00,411628.40,6.78,360,Variable,Principal and Interest,Monthly,Package Variable,07/11/2019,APPROVED,71.6,Macquarie Group,59018.22,5474.10
MIG-000231,Sophie Wright,14/07/1998,sophie.wright@outlook.com,0489464557,,89 Victoria Boulevard,Southbank,QLD,4101,Unit,3,,266179.20,7.05,360,Fixed,Principal and Interest,Monthly,Interest Only Fixed,08/11/2024,UNDER_ASSESSMENT,71.4,,211107.26,2788.99
MIG-000232,Robert Nguyen,29/02/2019,robert.nguyen@gmail.com,0480245794,,200 Station Lane,Launceston,TAS,7250,Townhouse,2,300200.00,249166.00,6.15,300,Variable,Principal and Interest,Monthly,Interest Only Variable,2022-08-25,UNDER_ASSESSMENT,83.0,Woolworths Group,69515.95,6197.16
MIG-000233,Noah Walker,03/05/1975,noah.walker@outlook.com,0468470765,,50 Railway Close,Newtown,NSW,2042,House,4,642200.00,525961.80,6.91,360,Variable,Principal and Interest,Fortnightly,Package Variable,23/06/2021,DRAFT,81.9,,246528.68,3724.29
MIG-000234,Richard King,19/08/1969,richard.king@gmail.com,0416345947,,109 George Lane,Norwood,SA,5067,Unit,4,319700.00,232102.20,6.01,360,Fixed,Principal and Interest,Monthly,Standard Variable,03/04/2017,DRAFT,72.6,ANZ Banking Group,222186.79,3372.19
MIG-000235,Jessica Davis,13/11/1963,jessica.davis@gmail.com,0456678563,,73 Station Parade,Carlton,VIC,3053,Apartment,1,372500.00,258142.50,6.59,360,Fixed,Principal and Interest,Monthly,Package Variable,24/06/2025,Closed,69.3,,128986.83,2993.86
MIG-000236,Christopher Baker,13/01/1956,christopher.baker@yahoo.com.au,0430839509,Daniel Baker,9 Church Court,Indooroopilly,QLD,4068,Apartment,2,367100.00,232007.20,7.14,360,Fixed,Principal and Interest,Monthly,Package Variable,28/05/2016,UNDER_ASSESSMENT,63.2,QLD Government,240376.54,3828.44
MIG-000237,John Parker,18/10/1966,john.parker@hotmail.com,0490973113,Lily Parker,26 Ocean Close,Bondi,NSW,2026,House,1,659700.00,552828.60,5.63,360,Fixed,Principal and Interest,Monthly,First Home Buyer Variable,23/04/2023,SETTLED,83.8,CSL Limited,86751.73,5568.36
MIG-000238,Theodore Richardson,03/07/1976,theodore.richardson@yahoo.com.au,0475199869,Ethan Richardson,52 King Crescent,Gosford,NSW,2250,Apartment,3,448900.00,309292.10,5.62,360,Fixed,Principal and Interest,Fortnightly,First Home Buyer Variable,07/12/2025,Arrears,68.9,Fortescue Metals,59204.23,5343.77
MIG-000239,Sarah Johnson,18/06/1988,,0420025963,Amelia Nguyen,71 Station Road,Redcliffe,QLD,4020,Unit,2,288800.00,207647.20,6.22,120,Fixed,Principal and Interest,Fortnightly,Package Fixed,04/09/2016,SETTLED,71.9,Stockland,156993.40,2984.82
MIG-000240,Andrew Lee,1962-05-07,,0415536540,Patricia Lee,56 Main Avenue,Glen Waverley,VIC,3150,House,1,596700.00,439767.90,6.59,360,Variable,Principal and Interest,Weekly,Interest Only Fixed,2015-09-11,UNDER_ASSESSMENT,73.7,University of Melbourne,110993.36,5911.82
MIG-000241,Matthew Campbell,13/01/1987,matthew.campbell@optusnet.com.au,0430310608,William Campbell,27 Station Drive,West End,QLD,4101,Apartment,3,422700.00,303075.90,6.77,360,Variable,Principal and Interest,Monthly,Package Variable,10/06/2018,APPROVED,71.7,Telstra Corporation,128909.18,7857.33
MIG-000242,Sophie Adams,28/08/1998,sophie.adams@yahoo.com.au,0456698157,,93 King Street,Blacktown,NSW,2148,Unit,2,315100.00,167948.30,5.54,360,Variable,Principal and Interest,Fortnightly,First Home Buyer Variable,23/06/2015,UNDER_ASSESSMENT,53.3,,95558.18,5313.85
MIG-000243,Jack Ward,07/01/1973,jack.ward@outlook.com,0484711444,,4 Pacific Court,Liverpool,NSW,2170,Unit,1,342700.00,223783.10,6.97,360,Fixed,Principal and Interest,Monthly,Interest Only Fixed,06/05/2021,APPROVED,65.3,VIC Department of Education,245700.38,7209.97
MIG-000244,Lisa Robinson,25/07/1994,lisa.robinson@gmail.com,0491371381,,95 Church Close,Parramatta,NSW,2150,House,4,743200.00,515037.60,6.83,360,Variable,Principal and Interest,Fortnightly,Standard Fixed,03/03/2021,SETTLED,69.3,Commonwealth Bank,211645.62,5282.08
MIG-000245,Elizabeth Martin,09/08/1999,elizabeth.martin@outlook.com,0489174444,Leo Gray,113 Victoria Street,Toowong,QLD,4066,House,4,776300.00,485963.80,6.78,360,Variable,Interest Only,Fortnightly,Interest Only Variable,06/05/2025,UNDER_ASSESSMENT,62.6,Westpac Group,134240.05,2747.48
MIG-000246,Mia King,12/01/1968,mia.king@gmail.com,0485728383,Oliver Clark,45 Queen Crescent,Cranbourne,VIC,3977,House,4,728500.00,656378.50,6.74,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,07/09/2022,Arrears,90.1,,77084.32,7296.58
MIG-000247,Mason Johnson,02-09-1989,mason.johnson@bigpond.com,0496577565,,111 Pacific Way,Brunswick,VIC,3056,Unit,3,296500.00,144692.00,6.12,360,Variable,Interest Only,Monthly,Low Doc Variable,09-07-2022,APPROVED,48.8,Mirvac Group,109789.48,3890.44
MIG-000248,Barbara Wright,1974-04-13,barbara.wright@outlook.com,0484675649,,8 Main Street,West End,QLD,4101,Vacant Land,,179100.00,108355.50,7.23,360,Variable,Principal and Interest,Monthly,Investor Variable,2017-06-05,Active,60.5,Coles Group,199112.39,2774.46
MIG-000249,Ethan Wright  ,01/12/1993,ethan.wright@hotmail.com,0481789001,Ethan Wright,76 Main Court,South Yarra,VIC,3141,House,3,828000.00,578772.00,5.97,360,Variable,Principal and Interest,Monthly,Investor Variable,17/09/2022,SETTLED,69.9,Qantas Airways,85971.65,2835.56
MIG-000250,Olivia Anderson,01/03/1997,olivia.anderson@bigpond.com,0496957548,Noah Anderson,165 Queen Boulevard,Toowoomba,QLD,4350,House,4,690800.00,584416.80,5.67,360,Variable,Principal and Interest,Monthly,Package Variable,27/07/2018,Arrears,84.6,CSL Limited,180827.05,6583.77
MIG-000251,William Parker,13/05/1990,william.parker@gmail.com,0470790512,Lily Parker,150 Station Court,Bondi,NSW,2026,Apartment,4,381200.00,301910.40,6.15,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,02/04/2020,APPROVED,79.2,,235589.15,3660.92
MIG-000252,Matthew Davis,1976-05-19,matthew.davis@outlook.com,0468092086,Mark Davis,36 Bridge Place,Newcastle,NSW,2300,House,1,904000.00,559576.00,7.41,360,Fixed,Principal and Interest,Weekly,Investor Variable,2018-02-07,UNDER_ASSESSMENT,61.9,National Australia Bank,121443.53,5830.98
MIG-000253,Henry King,03-05-1984,henry.king@gmail.com,0475170798,,186 Queen Way,Hawthorn,VIC,3122,Vacant Land,,150000.00,97500.00,7.34,360,Variable,Interest Only,Monthly,Standard Fixed,11-15-2025,SETTLED,65.0,Woodside Energy,249027.87,4346.44
MIG-000254,Lucas Peterson,24/10/1970,lucas.peterson@gmail.com,0457286324,,117 Bridge Road,Epping,NSW,2121,Apartment,4,550200.00,341674.20,7.02,360,Variable,Principal and Interest,Fortnightly,Interest Only Fixed,24/02/2020,DRAFT,62.1,University of Melbourne,113659.28,7799.53
MIG-000255,Lily Clark,12/08/1992,lily.clark@icloud.com,0484820786,Sandra Phillips,197 Wattle Parade,Belconnen,ACT,2617,House,1,757700.00,559182.60,6.53,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,26/11/2015,UNDER_ASSESSMENT,73.8,CSL Limited,150624.12,7870.55
MIG-000256,Mary Peterson,20/04/1971,mary.peterson@outlook.com,0460344709,,4 Charles Boulevard,Cranbourne,VIC,3977,House,3,637200.00,351734.40,6.11,360,Variable,Principal and Interest,Monthly,Investor Variable,03/11/2018,Closed,55.2,NSW Health,119459.74,5923.93
MIG-000257,Nancy Jones,22/01/1989,,0486725721,,41 Railway Street,Hawthorn,VIC,3122,Unit,4,516300.00,413040.00,7.23,120,Split,Interest Only,Fortnightly,Low Doc Variable,12/05/2023,DRAFT,80.0,Google Australia,239112.58,6457.47
MIG-000258,"Ashley King	",26/08/1960,,0429050287,,58 Victoria Lane,Newcastle,NSW,2300,Unit,4,600200.00,465755.20,6.44,300,Variable,Principal and Interest,Monthly,Investor Variable,03/03/2022,SETTLED,77.6,National Australia Bank,232331.68,6925.30
MIG-000259,Daniel Turner,08/05/1971,daniel.turner@outlook.com,0404302714,,86 William Close,Carlton,VIC,3053,Unit,4,449900.00,292435.00,7.46,120,Fixed,Principal and Interest,Monthly,Standard Fixed,17/10/2019,Active,65.0,Atlassian,153932.50,4041.87
MIG-000260,Chloe Watson,13/09/1999,chloe.watson@gmail.com,0402800974,,125 Charles Lane,Chatswood,NSW,2067,House,4,740500.00,663488.00,5.97,360,Variable,Principal and Interest,Weekly,Interest Only Fixed,28/05/2021,APPROVED,89.6,Santos Limited,70432.91,3786.15
MIG-000261,Lily Phillips,01-17-1976,lily.phillips@icloud.com,0485363679,Lisa Phillips,100 Banksia Avenue,Toorak,VIC,3142,Townhouse,1,658900.00,426967.20,6.94,360,Variable,Principal and Interest,Monthly,Package Variable,10-01-2021,APPROVED,64.8,Microsoft Australia,172738.25,3310.24
MIG-000233,Matthew Clark,11/02/1955,matthew.clark@outlook.com,0457775800,,122 Harbour Boulevard,Cranbourne,VIC,3977,House,1,457200.00,301294.80,5.94,360,Variable,Principal and Interest,Monthly,Standard Variable,06/10/2021,DRAFT,65.9,QLD Government,132552.17,6781.18
MIG-000263,Benjamin Hall,1967-01-01,benjamin.hall@protonmail.com,0406910498,Michael Hall,49 Station Parade,Subiaco,WA,6008,House,4,579200.00,497532.80,7.48,360,Split,Principal and Interest,Weekly,Standard Variable,2018-04-05,UNDER_ASSESSMENT,85.9,Rio Tinto,152325.52,4628.88
MIG-000264,Theodore Morgan,10/04/1969,theodore.morgan@gmail.com,0487185670,Sophie Morgan,138 Victoria Drive,Rockingham,WA,6168,House,4,480400.00,349731.20,5.52,360,Variable,Principal and Interest,Monthly,Interest Only Fixed,24/11/2020,DRAFT,72.8,Woodside Energy,237707.09,2766.82
MIG-000265,Archer Roberts,05/03/1995,archer.roberts@outlook.com,0421652968,,36 Pacific Avenue,Footscray,VIC,3011,Townhouse,2,383400.00,280265.40,6.12,120,Variable,Interest Only,Monthly,Package Fixed,15/06/2017,UNDER_ASSESSMENT,73.1,Woolworths Group,123902.71,4966.63
MIG-000266,Mary Anderson,09-16-1981,mary.anderson@outlook.com,0472585612,Logan Edwards,54 Victoria Boulevard,Glenelg,SA,5045,Unit,2,394500.00,349921.50,5.73,360,Split,Principal and Interest,Weekly,First Home Buyer Variable,01-09-2018,Closed,88.7,Wesfarmers,109194.73,2716.99
MIG-000267,Jack Green,03/12/1975,jack.green@gmail.com,0406158541,,137 George Road,Liverpool,NSW,2170,House,4,967900.00,618488.10,7.00,360,Variable,Principal and Interest,Fortnightly,Interest Only Variable,09/04/2017,DRAFT,63.9,University of Melbourne,82796.69,6727.97
MIG-000268,Mark Parker,07/08/1961,mark.parker@gmail.com,0467899053,,82 George Drive,Norwood,SA,5067,Apartment,3,375000.00,237750.00,7.12,300,Variable,Principal and Interest,Fortnightly,Standard Variable,01/12/2021,DRAFT,63.4,Coles Group,144172.64,4751.03
MIG-000269,Robert Williams,20/12/1959,robert.williams@gmail.com,0473568163,Grace Morris,117 Albert Way,Gosford,NSW,2250,House,3,376900.00,238954.60,6.39,360,Split,Principal and Interest,Monthly,Standard Variable,04/10/2015,SETTLED,63.4,Fortescue Metals,215568.33,2791.93
MIG-000270,Sandra Johnson,1991-09-20,sandra.johnson@outlook.com,0434569629,,59 Albert Street,Joondalup,WA,6027,Unit,1,,260144.20,6.95,360,Variable,Principal and Interest,Monthly,Package Fixed,2023-08-17,SETTLED,64.6,BHP Group,180044.64,7884.66
MIG-000271,Jack Smith,26/12/1993,jack.smith@gmail.com,0426552537,,97 Park Road,Mount Barker,SA,5251,Vacant Land,,150000.00,80400.00,6.90,360,Split,Principal and Interest,Monthly,Low Doc Variable,08/11/2018,Closed,53.6,VIC Department of Education,161841.29,2868.15
MIG-000272,Christopher Parker,27/02/1999,christopher.parker@gmail.com,0462576459,Andrew Parker,35 Charles Court,Epping,NSW,2121,Unit,2,385500.00,323049.00,6.38,360,Fixed,Principal and Interest,Fortnightly,Package Fixed,01/11/2018,APPROVED,83.8,Qantas Airways,99119.03,7190.19
MIG-000273,Zoe Ward,24/08/1981,zoe.ward@gmail.com,0428418481,,115 Station Lane,Box Hill,VIC,3128,Unit,1,533500.00,412395.50,5.79,300,Variable,Interest Only,Monthly,Low Doc Variable,14/03/2019,UNDER_ASSESSMENT,77.3,Canva,85327.83,7203.83
MIG-000274,Lisa Collins,06/08/1955,lisa.collins@bigpond.com,0442710201,,193 Church Court,Southbank,QLD,4101,Unit,1,457700.00,300251.20,5.74,360,Variable,Interest Only,Monthly,First Home Buyer Variable,02/07/2022,UNDER_ASSESSMENT,65.6,University of Sydney,134257.95,5108.55
MIG-000275,Elizabeth Evans,05-24-1966,elizabeth.evans@icloud.com,0439144626,Michael Robinson,140 Church Street,Fremantle,WA,6160,House,1,530800.00,304148.40,6.48,360,Variable,Principal and Interest,Monthly,Standard Variable,03-27-2016,DRAFT,57.3,Woolworths Group,205757.79,7071.01
MIG-000276,Mark Evans,19/02/1980,mark.evans@outlook.com,0460931009,,119 Elizabeth Drive,Redcliffe,QLD,4020,House,2,586700.00,309777.60,6.07,360,Fixed,Principal and Interest,Monthly,Investor Variable,21/07/2020,DRAFT,52.8,Mirvac Group,185698.18,3904.98
MIG-000277,Harper Turner,31/02/2020,harper.turner@outlook.com,0464085513,,,,QLD,,House,1,429000.00,181038.00,6.77,300,Split,Interest Only,Monthly,Package Variable,31/02/2020,Closed,42.2,Mirvac Group,70821.43,6115.21
MIG-000278,Mary Thompson,15/04/1996,mary.thompson@outlook.com,0439573591,Emily Thompson,127 Victoria Close,Toowoomba,QLD,4350,Vacant Land,,151600.00,88231.20,7.48,300,Variable,Principal and Interest,Monthly,First Home Buyer Variable,04/07/2018,UNDER_ASSESSMENT,58.2,QLD Government,143886.25,6313.67
MIG-000279,Joseph Cooper,1987-02-15,,0445413793,,120 Bridge Place,Doncaster,VIC,3108,Vacant Land,,220100.00,145045.90,6.19,360,Variable,Principal and Interest,Monthly,Low Doc Variable,2018-10-21,UNDER_ASSESSMENT,65.9,Lendlease,100415.92,7334.40
MIG-000280,Susan Peterson,29/02/2019,susan.peterson@outlook.com,0476083456,Olivia Peterson,33 George Street,Richmond,VIC,3121,House,1,767400.00,684520.80,6.39,360,Variable,Principal and Interest,Weekly,Investor Fixed,not-a-date,SETTLED,89.2,NSW Health,202440.49,3662.35
MIG-000281,Aria Adams,1965-03-21,,0417363137,,70 Banksia Parade,Toowoomba,QLD,4350,Apartment,4,178400.00,142720.00,5.54,360,Fixed,Principal and Interest,Monthly,Standard Variable,2024-01-10,SETTLED,80.0,Coles Group,147491.23,2918.22
MIG-000282,Nancy Brown,00/13/2021,nancy.brown@gmail.com,0441789210,Jennifer Brown,68 Victoria Drive,Liverpool,NSW,2170,Unit,1,508700.00,413064.40,6.49,360,Fixed,Principal and Interest,Monthly,Standard Fixed,02/10/2024,SETTLED,81.2,Woolworths Group,160141.53,6295.15
